project_id,ministry,sector,state,region,implementing_agency,project_type,original_cost_cr,planned_duration_months,project_age_months,duration_elapsed_ratio,cumulative_expenditure_cr,physical_progress_pct,interim_financial_progress_pct,progress_decoupling_gap,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class
PRJ-SYN-009050,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,2184.99,64,90,1.0,2703.64,100.0,123.74,-1.69,10,10,10,0,1.0,LAND_ACQUISITION,25,25.87,HIGH
PRJ-SYN-009051,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1274.05,40,98,1.0,1557.49,100.0,122.25,-0.64,10,10,10,0,1.0,CONTRACTOR,15,23.03,MODERATE
PRJ-SYN-009052,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,2548.4,59,88,1.0,3161.19,100.0,124.05,-2.06,10,10,10,0,1.0,LAND_ACQUISITION,17,26.66,HIGH
PRJ-SYN-009053,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,690.67,32,81,1.0,817.44,100.0,118.35,-1.66,10,10,9,0,0.9,CONTRACTOR,8,20.35,MODERATE
PRJ-SYN-009054,Ministry of Coal,Coal Infrastructure,Madhya Pradesh,Central,Coal Infrastructure PSU,Greenfield Construction,277.51,67,30,0.3294,150.24,32.88,54.14,9.59,10,3,4,0,0.4,LAND_ACQUISITION,24,27.47,HIGH
PRJ-SYN-009055,Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,820.82,48,59,0.9666,985.08,94.76,120.01,3.24,10,9,10,0,1.0,FOREST_CLEARANCE,13,22.46,MODERATE
PRJ-SYN-009056,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,847.33,62,47,0.6261,697.75,73.51,82.35,2.1,10,7,7,0,0.7,NONE,13,8.91,MODERATE
PRJ-SYN-009057,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,2053.75,50,72,1.0,2433.94,100.0,118.51,-1.64,10,10,9,0,0.9,FOREST_CLEARANCE,11,20.49,MODERATE
PRJ-SYN-009058,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,177.23,26,35,0.9205,220.95,88.13,124.67,6.44,10,8,9,0,0.9,FOREST_CLEARANCE,12,31.83,HIGH
PRJ-SYN-009059,Ministry of Power,Power,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,2718.68,26,42,1.0,3412.47,100.0,125.52,-2.03,10,10,10,0,1.0,FOREST_CLEARANCE,12,28.12,MODERATE
PRJ-SYN-009060,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,1357.78,60,85,1.0,1395.7,100.0,102.79,-2.72,10,10,9,0,0.9,NONE,5,5.67,LOW
PRJ-SYN-009061,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Strategic Interconnection,426.37,50,48,0.8716,403.92,90.21,94.73,1.7,10,8,6,1,0.6,NONE,5,3.07,LOW
PRJ-SYN-009062,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,735.27,62,66,0.857,807.37,86.12,109.81,8.78,10,8,9,0,0.9,CONTRACTOR,15,15.71,MODERATE
PRJ-SYN-009063,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,150.0,55,39,0.6602,104.85,77.23,69.9,-9.82,10,7,4,1,0.4,NONE,4,3.69,LOW
PRJ-SYN-009064,Ministry of Power,Power,Telangana,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,844.47,57,47,0.701,840.76,83.03,99.56,7.65,10,7,7,0,0.7,UTILITY_SHIFTING,10,9.79,LOW
PRJ-SYN-009065,Ministry of Railways,Railways,Chhattisgarh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,240.74,43,89,1.0,291.26,100.0,120.99,-1.03,10,10,9,0,0.9,INTERDEPARTMENTAL_DEPENDENCY,16,22.24,MODERATE
PRJ-SYN-009066,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,698.97,69,53,0.6619,673.65,77.44,96.38,8.9,10,7,7,0,0.7,DESIGN_CHANGE,11,11.63,MODERATE
PRJ-SYN-009067,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,385.18,26,46,1.0,416.77,100.0,108.2,-2.3,10,10,6,0,0.6,UTILITY_SHIFTING,2,10.75,LOW
PRJ-SYN-009068,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1222.32,70,50,0.5548,942.65,67.43,77.12,-2.96,10,6,7,0,0.7,DESIGN_CHANGE,20,19.63,MODERATE
PRJ-SYN-009069,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,926.96,48,86,1.0,1092.0,100.0,117.8,-0.52,10,10,10,0,1.0,UTILITY_SHIFTING,12,18.42,MODERATE
PRJ-SYN-009070,Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,500.52,62,61,0.7815,561.09,83.39,112.1,9.36,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,16,20.87,HIGH
PRJ-SYN-009071,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,848.39,55,63,0.9396,873.41,94.15,102.95,-3.0,10,8,8,0,0.8,NONE,12,12.94,MODERATE
PRJ-SYN-009072,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1253.03,54,33,0.5685,926.0,65.3,73.9,6.21,10,6,4,1,0.4,NONE,4,3.35,LOW
PRJ-SYN-009073,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,427.91,43,43,0.7158,453.58,80.08,106.0,1.59,10,7,8,0,0.8,LAND_ACQUISITION,17,29.79,HIGH
PRJ-SYN-009074,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,1424.78,63,34,0.4093,943.75,40.85,66.24,12.54,10,3,4,0,0.4,FOREST_CLEARANCE,20,24.06,HIGH
PRJ-SYN-009075,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,446.03,52,53,0.7057,482.09,80.87,108.08,4.32,10,7,8,0,0.8,LEGAL_DISPUTE,23,26.88,CRITICAL
PRJ-SYN-009076,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,1148.48,28,89,1.0,1273.5,100.0,110.89,-0.78,10,10,8,0,0.8,NONE,7,11.76,LOW
PRJ-SYN-009077,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,266.75,66,38,0.4682,192.33,50.75,72.1,12.37,10,4,5,0,0.5,PROCUREMENT,15,14.23,MODERATE
PRJ-SYN-009078,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Corridor Modernization,150.0,27,97,1.0,192.04,100.0,128.03,-1.32,10,10,10,0,1.0,CONTRACTOR,16,29.74,HIGH
PRJ-SYN-009079,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,2650.87,65,41,0.6299,1956.12,73.26,73.79,0.53,10,6,0,0,0.0,NONE,0,0.0,LOW
PRJ-SYN-009080,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,5966.18,47,66,0.9287,7414.58,88.95,124.28,1.92,10,8,9,0,0.9,LAND_ACQUISITION,24,36.76,CRITICAL
PRJ-SYN-009081,Ministry of Coal,Coal Infrastructure,Uttar Pradesh,North,Coal Infrastructure PSU,Rehabilitation & Upgradation,150.0,38,48,0.841,189.9,90.11,126.6,7.89,10,8,9,0,0.9,LAND_ACQUISITION,19,29.19,HIGH
PRJ-SYN-009082,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1582.45,62,59,0.6856,1644.74,77.06,103.94,7.13,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,24,23.46,HIGH
PRJ-SYN-009083,Ministry of Jal Shakti,Water Resources,Bihar,East,National Water Development Agency,Corridor Modernization,457.85,71,80,1.0,466.42,100.0,101.87,-2.71,10,10,9,0,0.9,NONE,7,4.71,LOW
PRJ-SYN-009084,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Strategic Interconnection,510.62,72,67,0.8477,502.71,90.77,98.45,6.13,10,8,7,0,0.7,NONE,7,1.6,LOW
PRJ-SYN-009085,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,3179.04,35,82,1.0,3933.56,100.0,123.73,-2.13,10,10,10,0,1.0,LAND_ACQUISITION,15,26.43,HIGH
PRJ-SYN-009086,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,316.91,57,87,1.0,389.43,100.0,122.88,-0.39,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,16,23.37,MODERATE
PRJ-SYN-009087,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Karnataka,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,2626.35,64,60,0.7997,2832.98,91.05,107.87,6.17,10,8,8,0,0.8,PROCUREMENT,11,10.95,MODERATE
PRJ-SYN-009088,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,477.71,58,37,0.6372,376.59,74.94,78.83,1.49,10,7,0,0,0.0,NONE,0,3.14,LOW
PRJ-SYN-009089,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,468.74,40,51,1.0,477.67,100.0,101.91,-2.95,10,10,9,0,0.9,NONE,5,5.0,LOW
PRJ-SYN-009090,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,1491.12,58,78,0.928,1783.78,90.13,119.63,2.42,10,8,9,0,0.9,LAND_ACQUISITION,26,29.25,CRITICAL
PRJ-SYN-009091,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Greenfield Construction,322.57,67,65,0.9696,326.04,94.78,101.08,2.69,10,9,0,0,0.0,NONE,0,3.7,LOW
PRJ-SYN-009092,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,6785.25,64,68,0.7902,7194.56,83.11,106.03,3.3,10,7,8,0,0.8,CONTRACTOR,22,22.71,HIGH
PRJ-SYN-009093,Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Greenfield Construction,618.83,61,89,1.0,713.43,100.0,115.29,-0.15,10,10,9,0,0.9,CONTRACTOR,14,15.46,MODERATE
PRJ-SYN-009094,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Greenfield Construction,1284.13,59,33,0.4917,638.72,53.32,49.74,-6.69,10,5,5,0,0.5,NONE,8,6.67,LOW
PRJ-SYN-009095,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,280.13,49,51,0.7605,318.02,81.62,113.53,6.35,10,7,8,0,0.8,LAND_ACQUISITION,18,29.05,HIGH
PRJ-SYN-009096,Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1370.93,64,71,0.8157,1634.23,86.09,119.21,7.8,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,23,26.96,CRITICAL
PRJ-SYN-009097,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,270.14,70,64,0.9005,253.94,95.44,94.0,-3.29,10,9,0,0,0.0,NONE,1,2.01,LOW
PRJ-SYN-009098,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Bihar,East,Major Ports Authority,Capacity Augmentation / 6-Laning,643.19,39,83,1.0,748.32,100.0,116.35,-0.19,10,10,9,0,0.9,DESIGN_CHANGE,10,16.57,MODERATE
PRJ-SYN-009099,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Greenfield Construction,1263.6,31,59,1.0,1335.76,100.0,105.71,-1.95,10,10,6,0,0.6,NONE,3,7.81,LOW
PRJ-SYN-009100,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,1137.21,25,43,1.0,1151.08,100.0,101.22,-1.25,10,10,6,0,0.6,NONE,2,2.5,LOW
PRJ-SYN-009101,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1123.32,67,98,1.0,1162.14,100.0,103.46,-1.83,10,10,9,0,0.9,NONE,7,5.38,LOW
PRJ-SYN-009102,Ministry of Power,Power,Jharkhand,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,288.52,71,93,1.0,304.59,100.0,105.57,-1.98,10,10,10,0,1.0,NONE,9,7.7,LOW
PRJ-SYN-009103,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,3350.82,32,49,1.0,3556.01,100.0,106.12,-1.29,10,10,8,0,0.8,PROCUREMENT,4,7.51,LOW
PRJ-SYN-009104,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,1265.06,31,69,1.0,1588.77,100.0,125.59,-2.0,10,10,9,0,0.9,LAND_ACQUISITION,11,28.15,MODERATE
PRJ-SYN-009105,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,4949.74,62,86,1.0,5870.72,100.0,118.61,-0.61,10,10,9,0,0.9,DESIGN_CHANGE,15,19.34,MODERATE
PRJ-SYN-009106,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,1500.61,64,42,0.4994,1281.94,56.07,85.43,11.56,10,5,6,0,0.6,FOREST_CLEARANCE,20,26.32,HIGH
PRJ-SYN-009107,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,1083.39,44,81,1.0,1202.39,100.0,110.98,-0.71,10,10,9,0,0.9,PROCUREMENT,11,11.78,LOW
PRJ-SYN-009108,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,246.86,37,43,0.9992,264.17,92.76,107.01,2.92,10,8,6,1,0.6,CONTRACTOR,6,11.85,LOW
PRJ-SYN-009109,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1947.67,56,89,1.0,2306.47,100.0,118.42,-0.44,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,16,18.95,MODERATE
PRJ-SYN-009110,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Greenfield Construction,1070.04,35,97,1.0,1097.47,100.0,102.56,-2.03,10,10,7,0,0.7,NONE,4,4.69,LOW
PRJ-SYN-009111,Ministry of Civil Aviation,Civil Aviation,Madhya Pradesh,Central,Airports Authority of India (AAI),Corridor Modernization,2878.61,30,33,0.97,3243.07,92.08,112.66,5.92,10,8,6,1,0.6,DESIGN_CHANGE,4,14.96,LOW
PRJ-SYN-009112,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,674.8,69,79,0.9398,757.37,91.94,112.24,1.79,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,15,19.75,MODERATE
PRJ-SYN-009113,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Greenfield Construction,1124.05,24,62,1.0,1132.53,100.0,100.75,-1.17,10,10,0,0,0.0,NONE,0,1.95,LOW
PRJ-SYN-009114,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Karnataka,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,1726.15,57,59,0.7464,1931.07,78.89,111.87,11.17,10,7,8,0,0.8,FOREST_CLEARANCE,22,24.22,HIGH
PRJ-SYN-009115,Ministry of Coal,Coal Infrastructure,Maharashtra,West,Coal Infrastructure PSU,Greenfield Construction,2208.61,54,41,0.5684,2005.44,60.47,90.8,13.36,10,5,6,0,0.6,LEGAL_DISPUTE,18,22.99,HIGH
PRJ-SYN-009116,Ministry of Power,Power,Assam,Northeast,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,1459.38,51,66,1.0,1613.83,100.0,110.58,-2.04,10,10,10,0,1.0,NONE,11,12.89,MODERATE
PRJ-SYN-009117,Ministry of Railways,Railways,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,209.43,27,51,1.0,208.21,100.0,99.42,-2.66,10,10,0,0,0.0,NONE,0,2.14,LOW
PRJ-SYN-009118,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,1327.47,41,58,1.0,1445.48,100.0,108.89,-2.63,10,10,8,0,0.8,NONE,7,11.83,LOW
PRJ-SYN-009119,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,846.62,43,71,1.0,913.43,100.0,107.89,-1.87,10,10,8,0,0.8,NONE,5,9.95,LOW
PRJ-SYN-009120,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,768.04,43,74,1.0,974.86,100.0,126.93,-0.53,10,10,10,0,1.0,LEGAL_DISPUTE,14,27.6,HIGH
PRJ-SYN-009121,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,2123.75,30,34,0.8937,2378.75,89.71,112.01,1.5,10,8,8,0,0.8,LAND_ACQUISITION,8,22.8,MODERATE
PRJ-SYN-009122,Ministry of Coal,Coal Infrastructure,Karnataka,South,Coal Infrastructure PSU,Capacity Augmentation / 6-Laning,1369.23,50,38,0.5837,1203.45,64.65,87.89,8.44,10,6,6,0,0.6,ENVIRONMENTAL_CLEARANCE,15,20.26,MODERATE
PRJ-SYN-009123,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,885.67,71,59,0.6336,871.56,68.85,98.41,12.43,10,6,7,0,0.7,LAND_ACQUISITION,22,21.07,HIGH
PRJ-SYN-009124,Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,2762.14,29,73,1.0,3028.92,100.0,109.66,-0.36,10,10,5,0,0.5,PROCUREMENT,3,10.06,LOW
PRJ-SYN-009125,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1450.11,57,60,0.833,1591.88,84.8,109.78,7.92,10,8,8,0,0.8,INTERDEPARTMENTAL_DEPENDENCY,15,18.39,MODERATE
PRJ-SYN-009126,Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,1559.49,44,53,0.8027,1922.36,89.69,123.27,2.31,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,22,33.99,CRITICAL
PRJ-SYN-009127,Ministry of Housing & Urban Affairs,Urban Transit,Karnataka,South,Metro Rail Infrastructure SPV,Rehabilitation & Upgradation,212.27,27,45,1.0,262.49,100.0,123.66,-0.88,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,11,24.75,MODERATE
PRJ-SYN-009128,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Greenfield Construction,2923.69,45,85,1.0,3042.14,100.0,104.05,-1.63,10,10,8,0,0.8,NONE,4,5.78,LOW
PRJ-SYN-009129,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,2379.21,28,39,1.0,2784.06,100.0,117.02,-0.45,10,10,9,0,0.9,LEGAL_DISPUTE,7,17.54,MODERATE
PRJ-SYN-009130,Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Corridor Modernization,319.97,34,31,0.6318,354.23,72.37,110.71,12.86,10,6,7,0,0.7,LAND_ACQUISITION,15,29.89,HIGH
PRJ-SYN-009131,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Andhra Pradesh,South,Major Ports Authority,Strategic Interconnection,1270.27,58,73,0.9006,1486.08,94.91,116.99,-0.99,10,9,10,0,1.0,CONTRACTOR,23,24.56,HIGH
PRJ-SYN-009132,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,1258.93,63,85,0.9766,1507.6,92.57,119.75,0.99,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,24,28.0,HIGH
PRJ-SYN-009133,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1514.75,33,50,1.0,1862.42,100.0,122.95,-1.48,10,10,10,0,1.0,CONTRACTOR,14,24.8,HIGH
PRJ-SYN-009134,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,1849.93,65,51,0.6532,1653.79,73.06,89.4,5.13,10,6,7,0,0.7,CONTRACTOR,13,14.33,MODERATE
PRJ-SYN-009135,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,2458.01,35,54,1.0,2504.06,100.0,101.87,-1.16,10,10,5,0,0.5,NONE,3,3.07,LOW
PRJ-SYN-009136,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,193.55,43,65,1.0,244.88,100.0,126.52,-0.76,10,10,10,0,1.0,LAND_ACQUISITION,16,27.49,HIGH
PRJ-SYN-009137,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1303.3,38,71,1.0,1679.79,100.0,128.89,-1.86,10,10,9,0,0.9,LAND_ACQUISITION,15,31.33,HIGH
PRJ-SYN-009138,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,1253.74,60,68,1.0,1328.67,100.0,105.98,-0.41,10,10,5,0,0.5,NONE,3,6.41,LOW
PRJ-SYN-009139,Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,1088.34,61,59,0.7464,1315.51,81.74,120.87,16.26,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,18,23.34,HIGH
PRJ-SYN-009140,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,1041.64,67,44,0.5858,695.05,67.03,66.73,-2.78,10,6,6,0,0.6,NONE,8,3.86,LOW
PRJ-SYN-009141,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,150.0,39,74,1.0,178.61,100.0,119.07,-2.88,10,10,10,0,1.0,INTERDEPARTMENTAL_DEPENDENCY,13,22.6,MODERATE
PRJ-SYN-009142,Ministry of Power,Power,Assam,Northeast,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1310.36,59,91,1.0,1456.61,100.0,111.16,-2.23,10,10,10,0,1.0,CONTRACTOR,14,13.7,MODERATE
PRJ-SYN-009143,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,1236.3,41,40,0.8876,1206.38,88.21,97.58,0.27,10,8,4,1,0.4,UTILITY_SHIFTING,4,10.29,LOW
PRJ-SYN-009144,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Corridor Modernization,485.93,63,73,0.9602,546.78,91.24,112.52,6.76,10,8,8,0,0.8,ENVIRONMENTAL_CLEARANCE,13,14.82,MODERATE
PRJ-SYN-009145,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,555.24,69,47,0.6098,425.02,72.65,76.55,1.86,10,6,6,0,0.6,NONE,8,2.74,LOW
PRJ-SYN-009146,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,492.45,37,89,1.0,599.2,100.0,121.68,-2.74,10,10,10,0,1.0,CONTRACTOR,15,25.1,MODERATE
PRJ-SYN-009147,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Strategic Interconnection,284.97,29,39,1.0,284.34,100.0,99.78,-0.85,10,10,0,0,0.0,NONE,0,0.63,LOW
PRJ-SYN-009148,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,385.76,42,33,0.6338,316.59,70.62,82.07,0.99,10,6,7,0,0.7,UTILITY_SHIFTING,10,14.6,MODERATE
PRJ-SYN-009149,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,794.98,32,30,0.6811,936.68,78.99,117.82,13.81,10,7,7,0,0.7,LAND_ACQUISITION,12,26.96,HIGH
PRJ-SYN-009150,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Telangana,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,262.59,62,78,0.9745,316.06,93.9,120.36,4.1,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,18,22.82,HIGH
PRJ-SYN-009151,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,708.84,53,47,0.7337,703.73,85.94,99.28,0.15,10,8,9,0,0.9,UTILITY_SHIFTING,11,15.32,MODERATE
