project_id,project_name,ministry,department,sector,sub_sector,state,region,implementing_agency,project_type,project_status,project_stage,original_cost_cr,revised_cost_cr,cost_overrun_cr,cost_growth_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,progress_decoupling_gap,start_date,planned_completion_date,revised_completion_date,planned_duration_months,revised_duration_months,schedule_slippage_months,schedule_revisions_count,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,secondary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class,overall_risk_score,data_source,data_status
PRJ-SYN-009656,Coastal Road Coastal Highway — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Telangana,South,National Highways Authority of India (NHAI),Corridor Modernization,CRITICAL,Execution,898.37,1129.07,230.7,25.68,944.09,68.66,83.62,14.96,2022-01-01,2027-06-01,2029-04-01,65,87,22,3,10,6,7,0,0.7,LAND_ACQUISITION,NONE,22,25.68,CRITICAL,69.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009657,NH-44 North-South Corridor — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,601.93,705.58,103.65,17.22,686.77,100.0,97.33,-2.67,2019-03-01,2023-04-01,2024-03-01,49,60,11,2,10,10,9,0,0.9,UTILITY_SHIFTING,NONE,11,17.22,MODERATE,39.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009658,Agra Metro Rail Project Priority Section — Reach 2 (Ch. 24+000 to 68+500),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Regional Transit,Andhra Pradesh,South,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,205.52,211.4,5.88,2.86,208.46,100.0,98.61,-1.39,2019-06-01,2023-11-01,2023-12-01,53,54,1,1,10,10,0,0,0.0,NONE,NONE,1,2.86,LOW,1.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009659,Barh Super Thermal Power Station Stage-II — Contract Package 4B (Elevated Viaduct),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,DELAYED,Execution,333.92,400.6,66.68,19.97,207.64,50.35,51.83,1.48,2022-12-01,2028-08-01,2030-02-01,68,86,18,3,10,4,5,0,0.5,DESIGN_CHANGE,NONE,18,19.97,MODERATE,48.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009660,Paradip-Hyderabad Petroleum Pipeline — Stage-I Commissioning Phase,Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,COMPLETED,Commissioned,508.29,642.83,134.54,26.47,633.47,100.0,98.54,-1.46,2020-08-01,2022-08-01,2023-07-01,24,35,11,2,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,NONE,11,26.47,MODERATE,48.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009661,Purvanchal Expressway Link — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DELAYED,Execution,4488.8,5275.24,786.44,17.52,4368.63,85.41,82.81,-2.6,2021-11-01,2026-09-01,2027-07-01,58,68,10,2,10,8,9,0,0.9,INTERDEPARTMENTAL_DEPENDENCY,CONTRACTOR,10,17.52,MODERATE,38.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009662,Ganga Expressway Phase-I — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,CRITICAL,Execution,150.0,190.68,40.68,27.12,107.49,50.94,56.37,5.43,2022-02-01,2028-02-01,2030-11-01,72,105,33,5,10,4,5,0,0.5,FOREST_CLEARANCE,NONE,33,27.12,CRITICAL,71.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009663,Coastal Road Coastal Highway — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Tamil Nadu,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,AT_RISK,Execution,1954.53,2115.78,161.25,8.25,1759.5,89.58,83.16,-6.42,2023-12-01,2026-07-01,2026-11-01,31,35,4,1,10,8,5,1,0.5,NONE,NONE,4,8.25,LOW,16.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009664,Kudankulam Nuclear Power Plant Unit 3&4 — Reach 2 (Ch. 24+000 to 68+500),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,CRITICAL,Execution,150.0,181.8,31.8,21.2,97.57,39.87,53.67,13.8,2023-06-01,2029-02-01,2031-01-01,68,91,23,3,10,3,4,0,0.4,ENVIRONMENTAL_CLEARANCE,NONE,23,21.2,HIGH,61.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009665,Surat Metro Rail Phase-I — Contract Package 4B (Elevated Viaduct),Ministry of Housing & Urban Affairs,,Urban Transit,Urban Water Infrastructure,Uttar Pradesh,North,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,AT_RISK,Execution,1305.39,1369.88,64.49,4.94,1331.92,88.8,97.23,8.43,2021-10-01,2027-02-01,2027-06-01,64,68,4,1,10,8,6,1,0.6,NONE,NONE,4,4.94,LOW,22.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009666,Khavda Renewable Energy Park Grid Interconnection — Stage-I Commissioning Phase,Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,COMPLETED,Commissioned,402.73,468.29,65.56,16.28,455.22,100.0,97.21,-2.79,2019-01-01,2024-03-01,2025-09-01,62,80,18,3,10,10,10,0,1.0,UTILITY_SHIFTING,NONE,18,16.28,MODERATE,48.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009667,Bhopal-Ramganjmandi Line — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,COMPLETED,Commissioned,1051.4,1193.44,142.04,13.51,1185.78,100.0,99.36,-0.64,2020-07-01,2023-04-01,2023-10-01,33,39,6,1,10,10,9,0,0.9,PROCUREMENT,NONE,6,13.51,LOW,32.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009668,Zojila Tunnel Approach Road — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,412.47,450.05,37.58,9.11,439.95,100.0,97.76,-2.24,2019-12-01,2024-03-01,2024-08-01,51,56,5,1,10,10,9,0,0.9,PROCUREMENT,NONE,5,9.11,LOW,25.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009669,Trans-Haryana Expressway — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,326.09,397.99,71.9,22.05,396.55,100.0,99.64,-0.36,2020-11-01,2023-03-01,2023-12-01,28,37,9,2,10,10,9,0,0.9,CONTRACTOR,NONE,9,22.05,MODERATE,43.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009670,Coastal Road Coastal Highway — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,4817.35,5407.48,590.13,12.25,5327.98,100.0,98.53,-1.47,2018-03-01,2020-10-01,2021-04-01,31,37,6,1,10,10,9,0,0.9,NONE,NONE,6,12.25,LOW,28.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009671,Bhopal-Ramganjmandi Line — Reach 2 (Ch. 24+000 to 68+500),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Karnataka,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,DELAYED,Execution,924.8,1030.69,105.89,11.45,1003.03,95.01,97.32,2.31,2021-04-01,2025-11-01,2027-01-01,55,69,14,2,10,9,10,0,1.0,NONE,NONE,14,11.45,MODERATE,44.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009672,Bangalore Metro Rail Project Phase-2A & 2B — Contract Package 4B (Elevated Viaduct),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Metro Rail Rapid Transit,Andhra Pradesh,South,Metro Rail Infrastructure SPV,Rehabilitation & Upgradation,DELAYED,Execution,598.34,718.55,120.21,20.09,610.03,86.87,84.9,-1.97,2022-05-01,2026-02-01,2027-04-01,45,59,14,2,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,14,20.09,MODERATE,48.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009673,Secunderabad-Mahabubnagar Doubling — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,709.53,927.14,217.61,30.67,925.59,100.0,99.83,-0.17,2018-08-01,2023-10-01,2026-02-01,62,90,28,4,10,10,10,0,1.0,LAND_ACQUISITION,PROCUREMENT,28,30.67,CRITICAL,72.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009674,Bhubaneswar-Visakhapatnam 3rd Line — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Gujarat,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,CRITICAL,Execution,1236.11,1501.63,265.52,21.48,1354.79,93.95,90.22,-3.73,2018-12-01,2024-12-01,2026-07-01,72,91,19,3,10,8,9,0,0.9,CONTRACTOR,NONE,19,21.48,HIGH,53.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009675,Paradip-Hyderabad Petroleum Pipeline — Civil Package 1 (Underground Tunnel),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Strategic Storage,Andhra Pradesh,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,596.0,700.3,104.3,17.5,686.2,100.0,97.99,-2.01,2021-04-01,2023-04-01,2023-08-01,24,28,4,1,10,10,8,0,0.8,ENVIRONMENTAL_CLEARANCE,LAND_ACQUISITION,4,17.5,LOW,31.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009676,Mumbai Metro Line 4 & 4A (Wadala-Kasarvadavali) — Section I (Km 0.00 to 45.50),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Urban Water Infrastructure,Karnataka,South,Metro Rail Infrastructure SPV,Strategic Interconnection,COMPLETED,Commissioned,686.8,724.85,38.05,5.54,714.83,100.0,98.62,-1.38,2018-03-01,2021-06-01,2021-11-01,39,44,5,1,10,10,7,0,0.7,NONE,NONE,5,5.54,LOW,21.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009677,Subansiri Lower Hydroelectric Project — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,DELAYED,Execution,1169.68,1294.48,124.8,10.67,984.64,84.25,76.06,-8.19,2023-06-01,2026-11-01,2027-06-01,41,48,7,1,10,8,7,0,0.7,NONE,NONE,7,10.67,LOW,26.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009678,Barauni-Guwahati Natural Gas Pipeline — Section II (Km 45.50 to 112.00),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Strategic Storage,Odisha,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,COMPLETED,Commissioned,575.51,641.41,65.9,11.45,624.86,100.0,97.42,-2.58,2019-07-01,2024-06-01,2025-05-01,59,70,11,2,10,10,10,0,1.0,NONE,NONE,11,11.45,MODERATE,39.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009679,"Chennai Metro Rail Phase-II Corridor 3, 4 & 5 — Package 3 (Design & Build EPC)",Ministry of Housing & Urban Affairs,,Urban Transit,Urban Water Infrastructure,Chhattisgarh,Central,Metro Rail Infrastructure SPV,Strategic Interconnection,COMPLETED,Commissioned,2073.5,2205.58,132.08,6.37,2190.26,100.0,99.31,-0.69,2021-10-01,2025-03-01,2025-10-01,41,48,7,1,10,10,9,0,0.9,NONE,NONE,7,6.37,LOW,27.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009680,Sonnagar-Dankuni Freight Link — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,DELAYED,Execution,463.35,524.23,60.88,13.14,480.5,92.83,91.66,-1.17,2020-08-01,2025-07-01,2026-09-01,59,73,14,2,10,8,8,0,0.8,NONE,NONE,14,13.14,MODERATE,40.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009681,Zojila Tunnel Approach Road — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,1709.31,1790.33,81.02,4.74,1751.13,100.0,97.81,-2.19,2019-09-01,2024-08-01,2025-03-01,59,66,7,1,10,10,9,0,0.9,NONE,NONE,7,4.74,LOW,27.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009682,Navi Mumbai International Greenfield Airport — Civil Package 1 (Underground Tunnel),Ministry of Civil Aviation,Airport Infrastructure Cell,Civil Aviation,Terminal Expansion,Maharashtra,West,Airports Authority of India (AAI),Strategic Interconnection,COMPLETED,Commissioned,8917.35,10229.98,1312.63,14.72,10201.82,100.0,99.72,-0.28,2021-10-01,2024-02-01,2024-10-01,28,36,8,1,10,10,8,0,0.8,NONE,NONE,8,14.72,LOW,32.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009683,Pune-Nashik Semi High-Speed Rail — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,COMPLETED,Commissioned,2139.1,2530.77,391.67,18.31,2501.09,100.0,98.83,-1.17,2019-08-01,2021-09-01,2022-03-01,25,31,6,1,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,6,18.31,MODERATE,36.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009684,Raipur-Visakhapatnam Corridor — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Odisha,East,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,1050.71,1295.63,244.92,23.31,1281.62,100.0,98.92,-1.08,2018-05-01,2021-06-01,2022-05-01,37,48,11,2,10,10,10,0,1.0,FOREST_CLEARANCE,,11,23.31,MODERATE,47.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009685,Barh Super Thermal Power Station Stage-II — Package 3 (Design & Build EPC),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,COMPLETED,Commissioned,965.18,1097.41,132.23,13.7,1071.57,100.0,97.65,-2.35,2019-10-01,2024-12-01,2025-12-01,62,74,12,2,10,10,10,0,1.0,NONE,NONE,12,13.7,MODERATE,43.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009686,North Karanpura Coal Handling Plant Rapid Loading — Reach 2 (Ch. 24+000 to 68+500),Ministry of Coal,Coal Project Monitoring Board,Coal Infrastructure,Pithead Coal Handling,Uttar Pradesh,North,Coal Infrastructure PSU,Strategic Interconnection,DELAYED,Execution,860.13,908.73,48.6,5.65,456.48,49.32,50.23,0.91,2023-12-01,2028-09-01,2029-04-01,57,64,7,1,10,4,3,0,0.3,NONE,NONE,7,5.65,LOW,19.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009687,NH-48 Golden Quadrilateral — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,2734.26,3357.94,623.68,22.81,3337.63,100.0,99.4,-0.6,2019-07-01,2023-10-01,2025-01-01,51,66,15,2,10,10,10,0,1.0,LAND_ACQUISITION,PROCUREMENT,15,22.81,MODERATE,50.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009688,Bhubaneswar-Visakhapatnam 3rd Line — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,DELAYED,Execution,3159.98,3810.94,650.96,20.6,2007.05,51.25,52.67,1.42,2023-03-01,2027-12-01,2029-05-01,57,74,17,3,10,4,5,0,0.5,CONTRACTOR,NONE,17,20.6,MODERATE,46.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009689,North Karanpura Super Thermal Power Project — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,CRITICAL,Execution,275.61,387.54,111.93,40.61,359.02,89.61,92.64,3.03,2022-03-01,2025-02-01,2026-11-01,35,56,21,3,10,8,9,0,0.9,LAND_ACQUISITION,CONTRACTOR,21,40.61,CRITICAL,69.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009690,North Karanpura Super Thermal Power Project — Contract Package 4B (Elevated Viaduct),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,COMPLETED,Commissioned,300.5,323.22,22.72,7.56,320.75,100.0,99.24,-0.76,2018-08-01,2023-08-01,2023-12-01,60,64,4,1,10,10,8,0,0.8,NONE,NONE,4,7.56,LOW,25.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009691,Coastal Road Coastal Highway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,365.61,394.86,29.25,8.0,218.26,53.84,55.28,1.44,2023-04-01,2028-07-01,2029-07-01,63,75,12,2,10,5,6,0,0.6,NONE,NONE,12,8.0,LOW,32.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009692,Kolkata Port Deep Draft Inner Harbour Berth — Contract Package 4B (Elevated Viaduct),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Deep Water Berths,Andhra Pradesh,South,Major Ports Authority,Rehabilitation & Upgradation,CRITICAL,Execution,1043.16,1350.89,307.73,29.5,1246.4,86.58,92.27,5.69,2020-06-01,2025-04-01,2027-06-01,58,84,26,4,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,26,29.5,CRITICAL,72.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009693,Eastern Dedicated Freight Corridor — Section II (Km 45.50 to 112.00),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Gujarat,West,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,4073.43,4087.69,14.26,0.35,4070.88,100.0,99.59,-0.41,2022-02-01,2025-11-01,2025-11-01,45,45,0,0,10,10,0,0,0.0,NONE,NONE,0,0.35,LOW,0.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009694,NH-48 Golden Quadrilateral — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Corridor Modernization,DELAYED,Execution,3495.52,3941.2,445.68,12.75,3665.33,91.27,93.0,1.73,2020-03-01,2026-03-01,2027-07-01,72,88,16,2,10,8,9,0,0.9,NONE,NONE,16,12.75,MODERATE,46.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009695,Rewa Ultra Mega Solar Transmission Network — Package 3 (Design & Build EPC),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Solar Parks,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,449.67,508.89,59.22,13.17,503.1,100.0,98.86,-1.14,2019-10-01,2023-02-01,2023-07-01,40,45,5,1,10,10,8,0,0.8,UTILITY_SHIFTING,NONE,5,13.17,LOW,30.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009696,Mumbai High North Redevelopment Phase-IV — Civil Package 1 (Underground Tunnel),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,COMPLETED,Commissioned,1145.8,1352.16,206.36,18.01,1314.89,100.0,97.24,-2.76,2020-01-01,2023-11-01,2024-08-01,46,55,9,2,10,10,9,0,0.9,CONTRACTOR,NONE,9,18.01,MODERATE,39.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009697,Bangalore Metro Rail Project Phase-2A & 2B — Section II (Km 45.50 to 112.00),Ministry of Housing & Urban Affairs,,Urban Transit,Regional Transit,Maharashtra,West,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,DELAYED,Execution,7299.88,8799.28,1499.4,20.54,7476.08,83.44,84.96,1.52,2022-05-01,2026-07-01,2027-08-01,50,63,13,2,10,7,8,0,0.8,INTERDEPARTMENTAL_DEPENDENCY,NONE,13,20.54,MODERATE,43.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009698,Barauni-Guwahati Natural Gas Pipeline — EPC Package II (Terminal & Marine Berths),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,DELAYED,Execution,420.49,474.78,54.29,12.91,388.79,87.18,81.89,-5.29,2020-03-01,2026-03-01,2027-07-01,72,88,16,2,10,8,9,0,0.9,NONE,NONE,16,12.91,MODERATE,46.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009699,Mandal Dam North Koel Reservoir Project — Package 3 (Design & Build EPC),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Canal Network,Andhra Pradesh,South,National Water Development Agency,Corridor Modernization,DELAYED,Execution,150.0,183.72,33.72,22.48,171.85,87.86,93.54,5.68,2021-02-01,2025-12-01,2027-04-01,58,74,16,2,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,16,22.48,HIGH,53.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009700,Delhi-Mumbai Expressway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,West Bengal,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DELAYED,Execution,570.58,617.65,47.07,8.25,605.3,97.31,98.0,0.69,2020-06-01,2026-02-01,2026-09-01,68,75,7,1,10,9,9,0,0.9,NONE,NONE,7,8.25,LOW,30.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009701,Trans-Haryana Expressway — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,West Bengal,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,882.18,1068.85,186.67,21.16,1056.22,100.0,98.82,-1.18,2020-02-01,2022-12-01,2023-11-01,34,45,11,2,10,10,9,0,0.9,FOREST_CLEARANCE,NONE,11,21.16,MODERATE,43.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009702,Ganga Expressway Phase-I — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,438.85,441.31,2.46,0.56,438.79,100.0,99.43,-0.57,2021-12-01,2025-04-01,2025-07-01,40,43,3,1,10,10,5,0,0.5,NONE,NONE,3,0.56,LOW,9.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009703,Kolkata Port Deep Draft Inner Harbour Berth — Civil Package 1 (Underground Tunnel),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Port Rail Connectivity,Karnataka,South,Major Ports Authority,Corridor Modernization,COMPLETED,Commissioned,954.64,1136.59,181.95,19.06,1108.06,100.0,97.49,-2.51,2018-02-01,2021-10-01,2023-01-01,44,59,15,2,10,10,10,0,1.0,CONTRACTOR,PROCUREMENT,15,19.06,MODERATE,49.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-009704,Sonnagar-Dankuni Freight Link — Package 3 (Design & Build EPC),Ministry of Railways,Project Development Directorate,Railways,Electrification,Telangana,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DELAYED,Execution,1782.64,1991.39,208.75,11.71,1716.65,79.95,86.2,6.25,2023-04-01,2027-01-01,2027-08-01,45,52,7,1,10,7,7,0,0.7,PROCUREMENT,NONE,7,11.71,LOW,30.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
